title,score,director,genre
evangelion:2.22 you can (not) advance.,3.56687898089172,"hideaki anno, masayuki, kazuya tsurumaki",anime
evangelion:3.0+1.01 thrice upon a time,3.5717017208413,"hideaki anno, kazuya tsurumaki, katsuichi nakayama, mahiro maeda",anime
evangelion:3.33 you can (not) redo.,3.4887387387387387,"hideaki anno, masayuki, mahiro maeda, kazuya tsurumaki",anime
evaru,3.4646946564885495,venkat ramji,"drama, international"
eve's apple,3.6196581196581197,jose manuel colón,"documentaries, international movies"
evelyn,3.567940552016985,orlando von einsiedel,"documentaries, international movies"
even the rain,3.572,icíar bollaín,"dramas, international movies"
evening rain for sleep 8 hours,3.5116504854368933,mark knight,special interest
evening shadows,3.497716894977169,sridhar rangayan,"dramas, independent movies, international movies"
event horizon,3.475806451612903,paul w.s. anderson,"horror movies, sci-fi & fantasy"
ever after: a cinderella story,3.5554323725055434,andy tennant,"drama, romance"
every little step,3.5292887029288704,"adam del deo, james d. stern","arts, entertainment, and culture, documentary"
every single someone,3.5737704918032787,samuel marko,"horror, suspense"
every time i die,3.48582995951417,robi michael,"horror, suspense"
everybody changes,3.5707762557077625,arturo montenegro,"drama, lgbtq"
everybody knows,3.5564356435643565,asghar farhadi,"dramas, international movies, thrillers"
everybody's game,3.4616141732283463,beno obano,documentary
everybody's talking about jamie,3.485685071574642,jonathan butterell,"arts, entertainment, and culture, comedy, lgbtq"
everyday i love you,3.524625267665953,mae czarina cruz,"dramas, international movies, romantic movies"
everything about her,3.4746963562753037,joyce bernal,"comedies, dramas, international movies"
everything and nothing,3.4845559845559846,nic stacey,"documentary, special interest"
everything is free,3.4545454545454546,brian jordan alvarez,"arthouse, comedy"
evidence of blood,3.608610567514677,andrew mondshein,drama
evil boy,3.3950749464668095,olga gorodetskaya,"drama, horror, suspense"
evil everywhere,3.4801762114537445,mykee morettini,horror
evil eye,3.489648033126294,"elan dassani, rajeev dassani","drama, horror"
evil genius,3.5679611650485437,"trey borzillieri, barbara schroeder","crime tv shows, docuseries, tv mysteries"
evil little things,3.53470715835141,matt green,"horror, suspense"
evil on queen street: bloodlust,3.6059322033898304,matt spease,"action, horror"
evilution,3.478215767634855,chris conlee,"action, horror, science fiction"
evocateur: the morton downey jr. movie,3.489,"seth kramer, daniel a. miller, jeremy newberger",documentary
evolution,3.4774590163934427,ivan reitman,"comedies, sci-fi & fantasy"
evvarikee cheppoddu,3.549891540130152,basava shankar eeday,"comedies, international movies, romantic movies"
ewoks: the battle for endor,3.5628930817610063,"jim wheat, ken wheat","action-adventure, fantasy, science fiction"
ex machina,3.4315545243619487,alex garland,"dramas, independent movies, international movies"
excision,3.4947589098532497,richard bates jr.,horror
exciting educational songs! - little baby bum,3.5961968680089487,cannis holder,kids
exclusive edition,3.5543032786885247,james lee,"international tv shows, tv dramas"
executive decision,3.513483146067416,stuart baird,action & adventure
exes baggage,3.5265748031496065,dan villegas,"dramas, international movies, romantic movies"
exit afghanistan,3.5632530120481927,"anders sømme hammer, marius arnesen, klaus erik okstad, olav njaastad","documentaries, international movies"
exit humanity,3.5717439293598234,john geddes,horror
exit speed,3.543877551020408,scott ziehl,"action, suspense"
exit strategy,3.5985169491525424,michael whitton,"comedies, romantic movies"
exit wounds,3.4483870967741934,andrzej bartkowiak,action & adventure
exodus,3.5815677966101696,logan stone,"action, drama, science fiction"
exorcist: the beginning,3.5810546875,renny harlin,"action, adventure, horror"
expedition amelia,3.5679287305122496,chad cohen,"action-adventure, documentary, historical"
expedition china,3.60934393638171,ben wallis,"children & family movies, documentaries"
expedition everest,3.573304157549234,katie bauer murdock,"animals & nature, documentary"
expedition happiness,3.5596421471172963,selima taibi,"documentaries, international movies"
expedition mars: spirit & opportunity,3.5672645739910314,mark davis,documentary
expelled from paradise,3.584280303030303,seiji mizushima,"action & adventure, anime features, sci-fi & fantasy"
experimenter,3.501980198019802,michael almereyda,drama
expiry,3.5388446215139444,tom gatley,"science fiction, suspense"
explore the wildlife kingdom: lions - kings of africa,3.5962671905697445,steve greisen,"documentary, special interest"
explorers,3.5556701030927833,joe dante,"adventure, kids, science fiction"
expo,3.56875,joseph mbah,"action & adventure, dramas, independent movies"
exposed,3.6029411764705883,declan dale,"drama, suspense"
extinction,3.5431965442764577,ben young,"action & adventure, dramas, sci-fi & fantasy"
extra golden,3.547422680412371,baeble media,music videos and concerts
extracted,3.493710691823899,nir paniry,"action, science fiction"
extraction,3.536345776031434,steven c. miller,action & adventure
extracurricular,3.5773092369477912,ray xue,"horror, suspense, young adult audience"
extracurricular activities,3.545631067961165,jay lowi,"drama, suspense"
extraordinary: the seeding,3.590573012939002,jon sumple,"documentary, science fiction"
extreme movie,3.497894736842105,"adam jay epstein, andrew jacobson",comedy
extreme raheem,3.519916142557652,tamara rothschild,"action, drama, suspense"
"extremely wicked, shockingly evil and vile",3.5366379310344827,joe berlinger,"dramas, independent movies"
extremis,3.41995841995842,dan krauss,documentaries
eye for an eye,3.5538302277432714,paco plaza,"dramas, international movies, thrillers"
eye of the beholder,3.4900442477876106,stephan elliott,"drama, suspense"
eye of the beholder: the art of dungeons and dragons,3.5240083507306887,"kelley slagle, brian stillman","documentary, science fiction, special interest"
eyes of a thief,3.5592592592592593,najwa najjar,"dramas, independent movies, international movies"
eyes of texas (black & white),3.5301455301455302,william witney,western
eyyvah eyyvah,3.5214285714285714,hakan algül,"comedies, international movies"
eyyvah eyyvah 2,3.501010101010101,hakan algül,"comedies, international movies, romantic movies"
eyyvah eyyvah 3,3.574193548387097,hakan algül,"comedies, international movies"
f the prom,3.478768577494692,benny fine,"comedies, romantic movies"
f-stops,3.5652173913043477,jeffrey bassetti,"comedy, drama"
f.r.e.d.i.,3.469111969111969,sean olson,"children & family movies, sci-fi & fantasy"
f2 - fun and frustration,3.5284629981024667,anil ravipudi,"comedy, international"
fabrizio copano: solo pienso en mi,3.5085836909871246,"rodrigo toro, francisco schultz",stand-up comedy
fabulous bagel boys,3.5102880658436213,john alexander,drama
face 2 face,3.514830508474576,matt toronto,"dramas, independent movies"
face the music,3.4701327433628317,carol wiseman,"comedy, drama"
face your fears | thriller shorts for adults,3.5052410901467503,"vanessa gazy,  jeremy robbins,  nicholas verso,  shawn thompson","horror, suspense"
facebook follies: the unexpected consequences of social media,3.5342612419700212,geoff d'eon,special interest
fack ju goehte - suck me shakespeer,3.5033482142857144,bora dagtekin,"comedy, kids"
fack ju goehte 3,3.5009784735812133,bora dagtekin,"comedy, kids"
factory girl,3.56198347107438,george hickenlooper,drama
fadily camara : la plus drôle de tes copines,3.5823389021479715,gautier & leduc,stand-up comedy
fahim anwar: there's no business like show business,3.6581858407079646,aristotle athiras,"arts, entertainment, and culture, comedy, special interest"
fahrenheit 11/9,3.5231854838709675,michael moore,"arthouse, documentary"
fair haven,3.4965675057208236,kerstin karlhuber,"drama, lgbtq, young adult audience"
fair play,3.548,andrea sedlackova,"drama, sports"
fairhaven,3.5189309576837418,tom o'brien,"drama, romance"
fairytale: a true story,3.5955165692007798,charles sturridge,"adventure, kids"
faith,3.499001996007984,eli daughdrill,drama
faith based,3.4853862212943634,vincent masciale,"comedy, drama, science fiction"
faith in humanity restored,3.450733752620545,"dean kamitsis, michael whitfield",documentary
faith of my fathers,3.511904761904762,peter markle,"action, drama"
faith's song,3.4596456692913384,frank hutto,drama
"faith, hope & love",3.534375,robert krantz,"comedies, faith & spirituality, romantic movies"
faithful,3.4989406779661016,rolf niklas berggren,"drama, horror, suspense"
fakkah fuzz: almost banned,3.5049701789264414,michael mckay,stand-up comedy
fakta ladh mhana,3.6061855670103093,sanjay jadhav,"action & adventure, dramas, international movies"
falaknuma das,3.5701754385964914,vishwak sen,"action, drama, international"
falcon rising,3.5009861932938855,ernie barbarash,action
fall girls,3.4420600858369097,chris stokes,comedies
fallen,3.4978070175438596,lee jeong-sub,"drama, science fiction"
falling for christmas,3.5925155925155927,christie will wolf,romance
falling for destiny,3.625,thomas brecheisen,"romance, science fiction, suspense"
falling for you,3.6061855670103093,eric till,"drama, suspense"
falling inn love,3.6255274261603376,roger kumble,"comedies, romantic movies"
falls around her,3.4655172413793105,darlene naponse,"drama, horror, western"
false paradise (feature length),3.5861702127659574,niyi towolawi,drama
falz experience,3.5435643564356436,falz,"international movies, music & musicals"
familiar environment,3.5490405117270787,torquato joel,"drama, lgbtq"
familiars,3.557894736842105,michael munn,horror
familiye,3.5693832599118944,"sedat kirtan, kubilay sarikaya","dramas, independent movies, international movies"
family band: the cowsills story,3.5831556503198296,louise palanker and bill filipiak,"arts, entertainment, and culture, documentary, special interest"
family blood,3.5309050772626933,sonny mallhi,horror movies
family reunion,3.470833333333333,red grant,comedy
famo$o (4k uhd),3.5725108225108224,pepsy romanoff,documentary
famous in ahmedabad,3.471677559912854,hardik mehta,"documentaries, international movies"
fan,3.4969635627530367,maneesh sharma,"drama, international, suspense"
fan girl,3.538306451612903,antoinette jadaone,"dramas, independent movies, international movies"
fan of amoory,3.618236472945892,salmeen almurry amer,"children & family movies, dramas, international movies"
fanaa,3.562098501070664,kunal kohli,romance
fanatic,3.462719298245614,keith l. smith,thrillers
fanatyk,3.5721649484536084,michał tylka,"comedies, dramas, independent movies"
fanboys,3.5489443378119003,kyle newman,"action, drama"
fanchon the cricket,3.482142857142857,james kirkwood,drama
fandry,3.497164461247637,nagraj manjule,"dramas, independent movies, international movies"
fanney khan,3.5590128755364807,atul manjrekar,"arts, entertainment, and culture, comedy, drama"
fantasia,3.5169660678642716,"samuel armstrong, james algar, bill roberts","animation, family, fantasy"
fantasia 2000,3.5326295585412666,"pixote hunt, hendel butoy, eric goldberg","animation, family, fantasy"
fantastic four,3.558282208588957,tim story,"action-adventure, family, science fiction"
fantastic four: rise of the silver surfer,3.4229122055674517,tim story,"action-adventure, family, science fiction"
fantastic fungi,3.54320987654321,louie schwartzberg,documentaries
fantastic learning songs - little baby bum,3.4683544303797467,cannis holder,kids
fantastic mr. fox,3.5210843373493974,wes anderson,"animation, comedy, crime"
fantastica,3.4886831275720165,barry gonzalez,"comedies, international movies, lgbtq movies"
far from the apple tree,3.5698818897637796,grant mcphee,"horror, science fiction"
far more,3.549019607843137,ally walker,"comedy, drama"
far too personal,3.5468127490039842,marta ferencová,"comedy, drama"
faraar,3.486652977412731,baljit singh deo,"action & adventure, dramas, international movies"
farce,3.5911016949152543,shadi ali,"comedies, international movies"
farm to fork to love,3.4912663755458517,sandra l. martin,romance
farmland,3.4170212765957446,james moll,"documentary, drama, special interest"
fary : hexagone,3.4731610337972167,"adrien lagier, ousmane ly","international tv shows, stand-up comedy & talk shows, tv comedies"
fary is the new black,3.5657327586206895,kader aoun,stand-up comedy
fascination,3.5493562231759657,klaus menzel,"romance, suspense"
fashion,3.580508474576271,madhur bhandarkar,"dramas, international movies"
fast getaway,3.5849889624724063,spiro razatos,action
fasten your seatbelt,3.5197095435684647,ferzan ozpetek,"comedy, drama, romance"
